,location,size_BHK,total_sqft,bathroom,price_lakhs
7120,Whitefield,2,1280.0,2.0,52.0
7121,Whitefield,4,2500.0,4.0,155.0
7122,Whitefield,1,905.0,1.0,55.0
7123,Whitefield,2,1200.0,2.0,46.13
7124,Whitefield,4,2268.0,3.0,146.0
7125,Whitefield,2,1150.0,2.0,55.0
7126,Whitefield,3,1500.0,3.0,71.8
7127,Whitefield,1,630.5,1.0,32.79
7128,Whitefield,4,3537.0,5.0,210.0
7129,Whitefield,2,1285.0,2.0,55.9
7130,Whitefield,3,1697.0,3.0,115.0
7131,Whitefield,2,1130.0,2.0,36.0
7132,Whitefield,2,1215.0,2.0,39.0
7133,Whitefield,2,1495.0,2.0,79.5
7134,Whitefield,5,3250.0,5.0,290.0
7135,Whitefield,2,1216.0,2.0,66.48
7136,Whitefield,3,1350.0,3.0,54.0
7137,Whitefield,2,1173.0,2.0,60.0
7138,Whitefield,2,1269.0,2.0,75.0
7139,Whitefield,5,3227.0,5.0,250.0
7140,Whitefield,3,1545.0,3.0,79.0
7141,Whitefield,3,1306.0,3.0,54.65
7142,Whitefield,2,1000.0,2.0,35.0
7143,Whitefield,4,3262.0,4.0,260.0
7144,Whitefield,3,1386.0,3.0,57.46
7145,Whitefield,2,1132.0,2.0,79.28
7146,Whitefield,2,1200.0,2.0,45.84
7147,Whitefield,2,1140.0,2.0,39.0
7148,Whitefield,4,2830.0,5.0,160.0
7149,Whitefield,2,1205.0,2.0,40.0
7150,Whitefield,2,1195.0,2.0,70.0
7151,Whitefield,3,3480.0,4.0,284.0
7152,Whitefield,3,1738.0,2.0,79.0
7153,Whitefield,2,1250.0,2.0,72.0
7154,Whitefield,1,709.0,1.0,34.385
7155,Whitefield,2,1340.0,2.0,77.0
7156,Whitefield,2,1320.0,2.0,79.5
7157,Whitefield,2,750.0,2.0,52.7
7158,Whitefield,3,1200.0,3.0,61.96
7159,Whitefield,2,1180.0,2.0,41.0
7160,Whitefield,2,1095.0,2.0,35.0
7161,Whitefield,2,1415.0,2.0,67.0
7162,Whitefield,2,1105.0,2.0,41.36
7163,Whitefield,2,1200.0,2.0,45.0
7164,Whitefield,4,3445.0,5.0,270.0
7165,Whitefield,3,1700.0,3.0,140.0
7166,Whitefield,4,4827.0,4.0,400.0
7167,Whitefield,2,1405.0,2.0,84.5
7168,Whitefield,3,1345.0,2.0,57.0
7169,Whitefield,4,3252.0,4.0,280.0
7170,Whitefield,2,1200.0,2.0,45.0
7171,Whitefield,2,1150.0,2.0,90.0
7172,Whitefield,4,2400.0,4.0,147.0
7173,Whitefield,3,1440.0,2.0,64.0
7174,Whitefield,1,624.0,1.0,35.0
7175,Whitefield,2,1200.0,2.0,45.0
7176,Whitefield,2,1109.0,2.0,41.49
7177,Whitefield,3,1700.0,3.0,95.0
7178,Whitefield,4,4960.0,4.0,400.0
7179,Whitefield,4,2928.0,4.0,198.0
7180,Whitefield,2,1215.0,2.0,62.0
7181,Whitefield,3,2700.0,5.0,175.0
7182,Whitefield,2,1216.0,2.0,84.0
7183,Whitefield,4,2882.0,5.0,204.0
7184,Whitefield,3,1840.0,3.0,140.0
7185,Whitefield,3,1778.0,3.0,122.0
7186,Whitefield,2,1400.0,2.0,80.0
7187,Whitefield,1,650.0,1.0,25.0
7188,Whitefield,4,2155.0,3.0,125.0
7189,Whitefield,2,1230.0,2.0,59.0
7190,Whitefield,2,1205.0,2.0,40.0
7191,Whitefield,2,1125.0,2.0,40.0
7192,Whitefield,2,1216.0,2.0,69.06
7193,Whitefield,2,1216.0,2.0,75.0
7194,Whitefield,2,1355.0,2.0,78.0
7195,Whitefield,2,1255.0,2.0,77.0
7196,Whitefield,2,1216.0,2.0,73.0
7197,Whitefield,1,709.0,1.0,34.735
7198,Whitefield,2,1140.0,2.0,45.0
7199,Whitefield,2,1190.0,2.0,60.0
7200,Whitefield,2,1312.0,2.0,55.0
7201,Whitefield,3,1745.0,3.0,100.0
7202,Whitefield,4,3200.0,4.0,224.0
7203,Whitefield,2,1096.0,2.0,39.0
7204,Whitefield,1,825.0,1.0,44.9
7205,Whitefield,2,1116.0,2.0,51.91
7206,Whitefield,2,1227.0,2.0,53.49
7207,Whitefield,2,1235.0,2.0,47.0
7208,Whitefield,3,1870.0,3.0,138.0
7209,Whitefield,2,1175.0,2.0,39.0
7210,Whitefield,2,1180.0,2.0,41.0
7211,Whitefield,3,1862.0,3.0,125.0
7212,Whitefield,3,1655.0,3.0,113.0
7213,Whitefield,1,530.0,1.0,29.44
7214,Whitefield,2,1085.0,2.0,57.0
7215,Whitefield,1,905.0,1.0,50.0
7216,Whitefield,3,1600.0,3.0,82.0
7217,Whitefield,4,1230.0,4.0,80.0
7218,Whitefield,2,1255.0,2.0,40.0
7219,Whitefield,1,630.5,1.0,32.15
7220,Whitefield,1,905.0,1.0,52.0
7221,Whitefield,3,1200.0,3.0,57.15
7222,Whitefield,3,1451.0,2.0,52.43
7223,Whitefield,2,1187.0,2.0,37.85
7224,Whitefield,2,1216.0,2.0,83.0
7225,Whitefield,2,1301.0,2.0,65.0
7226,Whitefield,3,1330.0,2.0,55.0
7227,Whitefield,2,1155.0,2.0,55.0
7228,Whitefield,2,1355.0,3.0,76.0
7229,Whitefield,4,4075.0,5.0,226.0
7230,Whitefield,2,1216.0,2.0,75.0
7231,Whitefield,2,1242.0,2.0,65.0
7232,Whitefield,3,1495.0,2.0,67.0
7233,Whitefield,3,1548.0,3.0,65.0
7234,Whitefield,4,2856.0,5.0,154.5
7235,Whitefield,2,1200.0,2.0,46.13
7236,Whitefield,2,1200.0,2.0,46.13
7237,Whitefield,3,1405.0,3.0,58.0
7238,Whitefield,4,2856.0,5.0,158.5
7239,Whitefield,2,1355.0,2.0,73.0
7240,Whitefield,4,2882.0,5.0,158.0
7241,Whitefield,1,750.0,1.0,51.0
7242,Whitefield,2,1115.0,2.0,34.555
7243,Whitefield,2,1105.0,2.0,39.99
7244,Whitefield,2,1173.0,2.0,77.0
7245,Whitefield,3,1200.0,3.0,68.4
7246,Whitefield,2,982.0,2.0,37.0
7247,Whitefield,2,1118.0,2.0,42.0
7248,Whitefield,2,1216.0,2.0,69.0
7249,Whitefield,4,3425.0,5.0,250.0
7250,Whitefield,2,1100.0,2.0,37.0
7251,Whitefield,3,1200.0,3.0,56.0
7252,Whitefield,4,2856.0,5.0,157.5
7253,Whitefield,3,1550.0,2.0,49.6
7254,Whitefield,3,2173.0,3.0,128.0
7255,Whitefield,3,1435.0,3.0,45.0
7256,Whitefield,1,905.0,1.0,62.0
7257,Whitefield,3,1870.0,3.0,138.0
7258,Whitefield,2,1320.0,2.0,99.26
7259,Whitefield,3,2901.0,4.0,190.0
7260,Whitefield,2,1485.0,2.0,96.51
7261,Whitefield,3,1755.0,3.0,101.0
7262,Whitefield,3,1608.0,2.0,63.0
7263,Whitefield,3,2225.0,3.0,149.0
7264,Whitefield,2,1250.0,2.0,82.0
7265,Whitefield,1,605.0,1.0,40.0
7266,Whitefield,2,1185.0,2.0,41.0
7267,Whitefield,3,1200.0,3.0,56.58
7268,Whitefield,3,2210.0,3.0,156.0
7269,Whitefield,2,1173.0,2.0,78.2
7270,Whitefield,3,1740.0,4.0,130.0
7271,Whitefield,2,1216.0,2.0,75.0
7272,Whitefield,2,1060.0,2.0,35.0
7273,Whitefield,3,1655.0,3.0,120.0
7274,Whitefield,4,4003.0,6.0,300.0
7275,Whitefield,2,1125.0,2.0,45.0
7276,Whitefield,2,1180.0,2.0,70.0
7277,Whitefield,2,1280.0,2.0,69.0
7278,Whitefield,3,2023.0,4.0,130.0
7279,Whitefield,3,2134.0,4.0,118.0
7280,Whitefield,3,1458.0,2.0,62.0
7281,Whitefield,3,1808.0,4.0,80.0
7282,Whitefield,1,905.0,1.0,60.0
7283,Whitefield,3,1537.0,2.0,70.0
7284,Whitefield,2,1186.0,2.0,55.0
7285,Whitefield,3,1806.0,3.0,85.0
7286,Whitefield,2,1109.0,2.0,35.22
7287,Whitefield,2,1216.0,2.0,67.0
7288,Whitefield,3,1452.0,3.0,90.0
7289,Whitefield,4,2850.0,5.0,240.0
7290,Whitefield,2,1150.0,2.0,55.0
7291,Whitefield,3,1600.0,3.0,69.0
7292,Whitefield,4,2830.0,5.0,190.0
7293,Whitefield,2,1295.0,2.0,78.5
7294,Whitefield,1,840.0,1.0,57.6
7295,Whitefield,1,640.0,1.0,19.83
7296,Whitefield,3,1991.0,3.0,104.0
7297,Whitefield,2,1190.0,2.0,41.0
7298,Whitefield,2,1109.0,2.0,35.47
7299,Whitefield,4,5200.0,5.0,242.0
7300,Whitefield,3,1655.0,3.0,97.0
7301,Whitefield,3,1850.0,3.0,150.0
7302,Whitefield,3,1200.0,3.0,67.77
7303,Whitefield,2,1290.0,2.0,90.0
7304,Whitefield,2,1200.0,2.0,45.0
7305,Whitefield,2,1140.0,2.0,40.0
7306,Whitefield,2,1216.0,2.0,75.0
7307,Whitefield,2,1356.0,2.0,94.84
7308,Whitefield,2,1338.0,2.0,103.0
7309,Whitefield,2,1115.0,2.0,55.0
7310,Whitefield,3,1870.0,3.0,90.0
7311,Whitefield,3,3450.0,4.0,208.0
7312,Whitefield,2,1105.0,2.0,35.36
7313,Whitefield,2,1074.0,2.0,42.79
7314,Whitefield,2,1100.0,2.0,52.0
7315,Whitefield,2,1267.0,2.0,90.33
7316,Whitefield,4,2400.0,4.0,143.0
7317,Whitefield,3,1836.0,3.0,125.0
7318,Whitefield,2,1197.0,2.0,50.0
7319,Whitefield,3,3596.0,3.0,200.0
7320,Whitefield,3,1275.0,2.0,65.0
7321,Whitefield,2,1155.0,2.0,39.0
7322,Whitefield,2,1141.0,2.0,62.0
7323,Whitefield,2,1216.0,2.0,82.0
7324,Whitefield,2,1495.0,3.0,88.0
7325,Whitefield,3,1564.0,3.0,103.0
7326,Whitefield,3,1585.0,3.0,84.0
7327,Whitefield,3,1200.0,3.0,56.0
7328,Whitefield,2,1140.0,2.0,50.0
7329,Whitefield,3,1558.0,3.0,90.0
7330,Whitefield,2,1216.0,2.0,75.0
7331,Whitefield,2,1227.0,2.0,70.0
7332,Whitefield,3,1704.0,3.0,120.0
7333,Whitefield,2,1256.0,2.0,73.0
7334,Whitefield,2,1195.0,2.0,62.38
7335,Whitefield,3,1770.0,4.0,68.0
7336,Whitefield,2,1300.0,2.0,78.0
7337,Whitefield,3,1570.0,3.0,88.0
7338,Whitefield,2,1216.0,2.0,84.03
7339,Whitefield,2,1240.0,2.0,70.0
7340,Whitefield,2,1216.0,2.0,72.5
7341,Whitefield,2,1215.0,2.0,40.0
7342,Whitefield,3,2025.0,4.0,115.0
7343,Whitefield,3,1346.0,2.0,100.0
7344,Whitefield,2,1020.0,2.0,45.0
7345,Whitefield,2,935.0,2.0,32.72
7346,Whitefield,2,1024.0,2.0,32.0
7347,Whitefield,4,2990.0,3.0,198.0
7348,Whitefield,3,1600.0,3.0,69.1
7349,Whitefield,2,1205.0,2.0,58.0
7350,Whitefield,3,1720.0,3.0,98.97
7351,Whitefield,3,1600.0,3.0,95.0
7352,Whitefield,3,1655.0,3.0,108.0
7353,Whitefield,3,1740.0,3.0,95.0
7354,Whitefield,3,1200.0,3.0,56.72
7355,Whitefield,2,1350.0,2.0,88.0
7356,Whitefield,2,1030.0,2.0,44.0
7357,Whitefield,2,1216.0,2.0,80.0
7358,Whitefield,4,2900.0,4.0,225.0
7359,Whitefield,2,1340.0,2.0,101.0
7360,Whitefield,2,1190.0,2.0,64.0
7361,Whitefield,3,1500.0,3.0,78.57
7362,Whitefield,3,1626.0,3.0,85.0
7363,Whitefield,2,1195.0,2.0,61.36
7364,Whitefield,2,1100.0,2.0,65.0
7365,Whitefield,2,1100.0,2.0,46.5
7366,Whitefield,3,1270.0,2.0,65.0
7367,Whitefield,3,3117.0,3.0,261.0
7368,Whitefield,2,1216.0,2.0,73.0
7369,Whitefield,2,1135.0,2.0,58.0
7370,Whitefield,3,3150.0,3.0,290.0
7371,Whitefield,2,1185.0,2.0,56.0
7372,Whitefield,4,2956.0,5.0,234.0
7373,Whitefield,3,1530.0,3.0,75.0
7374,Whitefield,2,1015.0,2.0,45.0
7375,Whitefield,2,1187.0,2.0,38.0
7376,Whitefield,3,2247.0,3.0,145.0
7377,Whitefield,4,3940.0,5.0,265.0
7378,Whitefield,2,1190.0,2.0,59.0
7379,Whitefield,2,1160.0,2.0,67.0
7380,Whitefield,2,1216.0,2.0,66.88
7381,Whitefield,2,1180.0,2.0,77.0
7382,Whitefield,3,2140.0,3.0,139.0
7383,Whitefield,2,1314.0,2.0,84.0
7384,Whitefield,3,1530.0,3.0,73.0
7385,Whitefield,2,1160.0,2.0,39.0
7386,Whitefield,2,1012.0,2.0,58.0
7387,Whitefield,2,1150.0,2.0,40.21
7388,Whitefield,3,1495.0,2.0,70.0
7389,Whitefield,2,1340.0,2.0,41.0
7390,Whitefield,3,1431.0,3.0,85.0
7391,Whitefield,1,524.0,1.0,29.0
7392,Whitefield,4,2830.0,4.0,161.0
7393,Whitefield,4,2135.0,3.0,149.0
7394,Whitefield,4,2500.0,4.0,100.0
7395,Whitefield,4,3075.0,2.0,188.0
7396,Whitefield,3,1760.0,3.0,160.0
7397,Whitefield,3,1655.0,3.0,110.0
7398,Whitefield,1,840.0,1.0,57.0
7399,Whitefield,3,1725.0,3.0,106.0
7400,Whitefield,2,1130.0,2.0,36.0
7401,Whitefield,2,1059.0,2.0,57.0
7402,Whitefield,1,516.0,1.0,39.0
7403,Whitefield,2,1116.0,2.0,51.91
7404,Whitefield,4,6000.0,4.0,410.0
7405,Whitefield,3,1639.0,3.0,107.0
7406,Whitefield,3,1820.0,3.0,113.0
7407,Whitefield,3,1990.0,3.0,98.0
7408,Whitefield,4,3565.0,4.0,218.0
7409,Whitefield,4,3410.0,5.0,253.0
7410,Whitefield,3,1345.0,3.0,58.0
7411,Whitefield,2,1205.0,2.0,41.0
7412,Whitefield,4,4500.0,4.0,330.0
7413,Whitefield,2,1250.0,2.0,85.0
7414,Whitefield,2,1115.0,2.0,51.91
7415,Whitefield,2,1277.0,2.0,77.0
7416,Whitefield,3,1820.0,3.0,140.0
7417,Whitefield,4,3453.0,4.0,247.0
7418,Whitefield,2,1245.0,2.0,59.76
7419,Whitefield,3,1322.5,3.0,40.985
7420,Whitefield,2,1074.0,2.0,42.8
7421,Whitefield,2,1200.0,2.0,46.13
7422,Whitefield,2,1200.0,2.0,45.84
7423,Whitefield,3,2280.0,4.0,125.0
7424,Whitefield,4,2882.0,5.0,200.0
7425,Whitefield,2,1170.0,2.0,56.0
7426,Whitefield,3,1639.5,3.0,92.63
7427,Whitefield,2,1390.0,2.0,72.0
7428,Whitefield,3,1634.0,3.0,68.0
7429,Whitefield,2,1190.0,2.0,70.0
7430,Whitefield,2,1105.0,2.0,35.4
7431,Whitefield,2,1270.0,2.0,94.0
7432,Whitefield,2,1220.0,2.0,89.0
7433,Whitefield,2,1116.0,2.0,51.91
7434,Whitefield,3,1436.0,2.0,62.15
7435,Whitefield,3,3758.0,3.0,300.0
7436,Whitefield,3,1452.0,2.0,46.29
7437,Whitefield,2,1370.0,2.0,56.0
7438,Whitefield,2,1050.0,2.0,43.0
7439,Whitefield,3,1496.0,2.0,71.81
7440,Whitefield,2,1216.0,2.0,72.0
7441,Whitefield,2,1158.0,2.0,55.0
7442,Whitefield,4,5400.0,5.0,475.0
7443,Whitefield,3,1396.0,3.0,74.0
7444,Whitefield,2,1175.0,2.0,41.0
7445,Whitefield,2,1315.0,2.0,55.0
7446,Whitefield,3,1451.0,2.0,46.4
7447,Whitefield,2,1063.0,2.0,42.52
7448,Whitefield,2,1346.0,2.0,76.01
7449,Whitefield,2,1276.0,2.0,69.5
7450,Whitefield,2,1317.0,2.0,52.0
7451,Whitefield,4,2858.0,4.0,137.0
7452,Whitefield,3,1615.0,3.0,96.9
7453,Whitefield,2,1220.0,2.0,55.0
7454,Whitefield,2,1116.0,2.0,48.76
7455,Whitefield,3,1400.0,2.0,56.0
7456,Whitefield,2,1140.0,2.0,55.0
7457,Whitefield,2,1295.0,2.0,64.5
7458,Whitefield,2,1200.0,2.0,70.0
7459,Whitefield,2,1015.0,2.0,56.0
7460,Whitefield,3,1430.0,3.0,52.0
7461,Whitefield,2,1216.0,2.0,75.0
7462,Whitefield,3,1010.0,2.0,45.0
7463,Whitefield,3,2321.0,4.0,157.0
7464,Whitefield,2,1224.0,2.0,75.0
7465,Whitefield,3,1655.0,3.0,113.0
7466,Whitefield,3,1740.0,3.0,85.0
7467,Whitefield,5,4144.0,5.0,331.0
7468,Whitefield,2,925.0,2.0,35.0
7469,Whitefield,2,1175.0,2.0,50.0
7470,Whitefield,3,1200.0,3.0,67.75
7471,Whitefield,4,2444.0,4.0,145.0
7472,Whitefield,2,1270.0,2.0,110.0
7473,Whitefield,3,1660.0,3.0,110.0
7474,Whitefield,2,1270.0,2.0,105.0
7475,Whitefield,2,1315.0,2.0,69.5
7476,Whitefield,2,1173.0,2.0,78.2
7477,Whitefield,2,1362.0,2.0,85.0
7478,Whitefield,2,955.0,2.0,38.19
7479,Whitefield,3,1457.0,2.0,105.0
7480,Whitefield,3,1720.0,3.0,128.0
7481,Whitefield,3,1500.0,3.0,61.9
7482,Whitefield,2,1495.0,2.0,78.0
7483,Whitefield,2,1270.0,2.0,52.0
7484,Whitefield,3,1564.0,3.0,103.0
7485,Whitefield,2,1240.0,2.0,41.0
7486,Whitefield,3,1500.0,3.0,71.0
7487,Whitefield,3,1404.0,2.0,59.0
7488,Whitefield,3,1639.0,3.0,107.0
7489,Whitefield,3,1760.0,3.0,139.0
7490,Whitefield,1,613.0,1.0,48.0
7491,Whitefield,3,1730.0,3.0,125.0
7492,Whitefield,3,1453.0,2.0,58.0
7493,Whitefield,1,877.0,1.0,59.0
7494,Whitefield,4,2856.0,5.0,154.5
7495,Whitefield,5,3453.0,4.0,231.0
7496,Yelachenahalli,3,1400.0,2.0,55.0
7497,Yelachenahalli,3,1464.0,2.0,105.0
7498,Yelachenahalli,2,2400.0,1.0,150.0
7499,Yelachenahalli,3,1700.0,3.0,130.0
7500,Yelachenahalli,2,1080.0,2.0,55.0
7501,Yelachenahalli,2,1400.0,2.0,78.0
7502,Yelachenahalli,3,1330.0,3.0,73.5
7503,Yelachenahalli,2,800.0,1.0,30.0
7504,Yelachenahalli,2,1100.0,2.0,60.0
7505,Yelachenahalli,3,1365.0,2.0,72.0
7506,Yelachenahalli,2,1103.0,2.0,55.0
7507,Yelachenahalli,2,1000.0,2.0,50.0
7508,Yelahanka,3,1600.0,2.0,75.0
7509,Yelahanka,2,1326.0,2.0,78.0
7510,Yelahanka,3,1282.0,2.0,48.7
7511,Yelahanka,2,1350.0,2.0,55.55
7512,Yelahanka,2,1035.0,2.0,45.0
7513,Yelahanka,2,1350.0,2.0,54.0
7514,Yelahanka,2,1132.5,2.0,48.13
7515,Yelahanka,2,1210.0,2.0,45.98
7516,Yelahanka,3,1705.0,3.0,95.0
7517,Yelahanka,2,1234.0,2.0,80.0
7518,Yelahanka,2,1315.0,2.0,85.0
7519,Yelahanka,2,1170.0,2.0,62.5
7520,Yelahanka,3,1450.0,3.0,65.255
7521,Yelahanka,1,697.0,1.0,45.0
7522,Yelahanka,2,1120.0,2.0,55.0
7523,Yelahanka,3,2195.0,4.0,127.0
7524,Yelahanka,2,1075.0,2.0,51.5
7525,Yelahanka,3,1614.0,3.0,95.0
7526,Yelahanka,3,1381.0,2.0,52.48
7527,Yelahanka,1,628.0,1.0,24.0
7528,Yelahanka,2,890.0,2.0,40.0
7529,Yelahanka,3,1815.0,3.0,82.0
7530,Yelahanka,1,654.0,1.0,38.4
7531,Yelahanka,2,1150.0,2.0,46.0
7532,Yelahanka,3,1705.0,3.0,74.16
7533,Yelahanka,4,3042.0,4.0,131.0
7534,Yelahanka,2,1065.0,2.0,40.84
7535,Yelahanka,2,1036.0,2.0,39.35
7536,Yelahanka,2,1300.0,2.0,65.0
7537,Yelahanka,3,1825.0,3.0,105.0
7538,Yelahanka,3,1603.0,3.0,96.0
7539,Yelahanka,2,1304.0,2.0,79.0
7540,Yelahanka,3,1455.0,3.0,61.5
7541,Yelahanka,2,1180.0,2.0,42.0
7542,Yelahanka,3,1616.0,3.0,65.0
7543,Yelahanka,2,915.0,2.0,48.0
7544,Yelahanka,2,1026.0,2.0,41.0
7545,Yelahanka,3,1517.0,3.0,76.3
7546,Yelahanka,4,2912.5,6.0,125.5
7547,Yelahanka,2,600.0,2.0,27.0
7548,Yelahanka,2,1274.0,2.0,48.42
7549,Yelahanka,2,1327.0,2.0,85.0
7550,Yelahanka,3,1371.0,2.0,65.0
7551,Yelahanka,3,1712.0,3.0,82.0
7552,Yelahanka,3,1566.0,3.0,97.0
7553,Yelahanka,3,1180.0,3.0,55.0
7554,Yelahanka,2,1270.0,2.0,78.0
7555,Yelahanka,3,1400.0,2.0,80.54
7556,Yelahanka,3,1391.0,2.0,64.5
7557,Yelahanka,2,1322.0,2.0,86.0
7558,Yelahanka,2,1100.0,2.0,70.0
7559,Yelahanka,2,1200.0,2.0,70.0
7560,Yelahanka,2,1326.0,2.0,57.0
7561,Yelahanka,5,4000.0,5.0,220.0
7562,Yelahanka,4,2675.0,4.0,140.0
7563,Yelahanka,3,1500.0,2.0,63.0
7564,Yelahanka,1,654.0,1.0,37.0
7565,Yelahanka,3,1465.0,3.0,80.01
7566,Yelahanka,3,1721.0,3.0,80.86
7567,Yelahanka,2,1060.0,2.0,40.0
7568,Yelahanka,2,1226.0,2.0,52.71
7569,Yelahanka,3,1692.0,3.0,83.0
7570,Yelahanka,2,1033.0,2.0,52.58
7571,Yelahanka,2,1390.0,2.0,65.31
7572,Yelahanka,2,1040.0,2.0,48.86
7573,Yelahanka,3,1345.0,2.0,57.0
7574,Yelahanka,3,2145.0,3.0,125.0
7575,Yelahanka,2,1200.0,2.0,54.0
7576,Yelahanka,2,1322.0,2.0,75.0
7577,Yelahanka,2,1036.0,2.0,39.37
7578,Yelahanka,2,1405.0,2.0,50.58
7579,Yelahanka,1,602.0,1.0,26.0
7580,Yelahanka,2,1100.0,2.0,60.0
7581,Yelahanka,3,1614.0,2.0,100.0
7582,Yelahanka,3,1890.0,3.0,108.0
7583,Yelahanka,3,1556.0,3.0,86.0
7584,Yelahanka,3,1610.0,4.0,85.0
7585,Yelahanka,3,1075.0,2.0,42.0
7586,Yelahanka,3,1484.0,2.0,56.4
7587,Yelahanka,2,1260.0,2.0,59.2
7588,Yelahanka,2,1102.0,2.0,52.0
7589,Yelahanka,2,1519.0,2.0,65.0
7590,Yelahanka,3,1859.0,3.0,108.0
7591,Yelahanka,2,1050.0,2.0,45.0
7592,Yelahanka,2,1322.0,2.0,80.0
7593,Yelahanka,2,1285.0,2.0,56.0
7594,Yelahanka,2,845.0,2.0,43.0
7595,Yelahanka,4,2600.0,4.0,175.0
7596,Yelahanka,2,1305.0,2.0,78.0
7597,Yelahanka,2,1180.0,2.0,56.0
7598,Yelahanka,3,1711.0,3.0,85.61
7599,Yelahanka,2,1315.0,2.0,75.0
7600,Yelahanka,6,3600.0,6.0,200.0
7601,Yelahanka,2,1390.0,2.0,70.21
7602,Yelahanka,3,1614.0,3.0,95.0
7603,Yelahanka,3,1650.0,3.0,105.0
7604,Yelahanka,2,1200.0,2.0,55.0
7605,Yelahanka,2,990.0,2.0,37.62
7606,Yelahanka,2,935.0,2.0,35.53
7607,Yelahanka,3,1282.0,2.0,48.72
7608,Yelahanka,4,3990.0,4.0,260.0
7609,Yelahanka,3,1620.0,3.0,90.0
7610,Yelahanka,1,654.0,1.0,36.25
7611,Yelahanka,3,1614.0,3.0,93.0
7612,Yelahanka,1,694.0,1.0,30.84
7613,Yelahanka,2,1115.0,2.0,60.0
7614,Yelahanka,3,2317.0,4.0,140.0
7615,Yelahanka,3,1653.0,3.0,93.0
7616,Yelahanka,1,654.0,1.0,38.0
7617,Yelahanka,2,1633.0,2.0,72.0
7618,Yelahanka,2,1445.0,2.0,82.0
7619,Yelahanka,2,1225.0,2.0,62.0
7620,Yelahanka,1,602.0,1.0,38.0
7621,Yelahanka,1,697.0,1.0,35.0
7622,Yelahanka,2,1065.0,2.0,41.38
7623,Yelahanka,1,682.0,1.0,36.23
7624,Yelahanka,2,1023.0,2.0,52.59
7625,Yelahanka,3,1560.0,2.0,98.0
7626,Yelahanka,3,1780.0,3.0,107.0
7627,Yelahanka,3,1342.0,2.0,75.0
7628,Yelahanka,3,1823.0,3.0,103.0
7629,Yelahanka,3,1792.0,3.0,104.0
7630,Yelahanka,2,1304.0,2.0,69.97
7631,Yelahanka,2,1250.0,2.0,54.0
7632,Yelahanka,2,1270.0,2.0,57.0
7633,Yelahanka,2,1300.0,2.0,69.23
7634,Yelahanka,3,1705.0,3.0,91.0
7635,Yelahanka,3,1890.0,4.0,85.0
7636,Yelahanka,3,1835.0,3.0,108.0
7637,Yelahanka,3,1847.0,3.0,92.0
7638,Yelahanka,5,2500.0,3.0,120.0
7639,Yelahanka,3,1890.0,3.0,109.0
7640,Yelahanka,1,700.0,1.0,38.0
7641,Yelahanka,3,1491.0,3.0,85.0
7642,Yelahanka,4,2088.0,5.0,110.0
7643,Yelahanka,2,1185.0,2.0,45.0
7644,Yelahanka,3,1517.0,3.0,71.28
7645,Yelahanka,4,3019.0,6.0,190.0
7646,Yelahanka,3,1756.0,3.0,66.73
7647,Yelahanka,3,1600.0,3.0,100.0
7648,Yelahanka,3,1664.0,3.0,73.95
7649,Yelahanka,2,1140.0,2.0,50.66
7650,Yelahanka,2,1200.0,2.0,60.0
7651,Yelahanka,3,1705.0,3.0,85.0
7652,Yelahanka,3,1350.0,2.0,85.0
7653,Yelahanka,3,1633.0,3.0,110.0
7654,Yelahanka,1,827.5,1.0,42.535
7655,Yelahanka,2,1195.0,2.0,53.105
7656,Yelahanka,3,1355.0,2.0,75.0
7657,Yelahanka,4,3175.0,4.0,156.0
7658,Yelahanka,2,1408.0,2.0,58.0
7659,Yelahanka,2,1104.0,2.0,58.0
7660,Yelahanka,3,1325.0,2.0,58.0
7661,Yelahanka,2,1175.0,2.0,67.77
7662,Yelahanka,2,1322.0,2.0,77.9
7663,Yelahanka,1,602.0,1.0,33.0
7664,Yelahanka,2,1315.0,2.0,77.0
7665,Yelahanka,3,1430.0,3.0,61.0
7666,Yelahanka,3,1355.0,2.0,51.5
7667,Yelahanka,1,567.0,1.0,25.0
7668,Yelahanka,2,1045.0,2.0,45.0
7669,Yelahanka,1,602.0,2.0,30.0
7670,Yelahanka,2,1362.0,2.0,66.0
7671,Yelahanka,2,1234.0,2.0,80.0
7672,Yelahanka,3,1282.0,2.0,48.72
7673,Yelahanka,2,1180.0,2.0,55.0
7674,Yelahanka,2,1267.0,3.0,78.0
7675,Yelahanka,2,1360.0,2.0,78.19
7676,Yelahanka,2,1025.0,2.0,44.0
7677,Yelahanka New Town,1,650.0,1.0,33.0
7678,Yelahanka New Town,1,500.0,1.0,20.0
7679,Yelahanka New Town,1,440.0,1.0,16.5
7680,Yelahanka New Town,3,1610.0,3.0,92.0
7681,Yelahanka New Town,3,1700.0,3.0,90.0
7682,Yelahanka New Town,1,650.0,1.0,20.0
7683,Yelahanka New Town,1,350.0,1.0,13.5
7684,Yelahanka New Town,3,1541.0,3.0,80.0
7685,Yelahanka New Town,2,1385.0,2.0,65.0
7686,Yelahanka New Town,1,500.0,2.0,24.0
7687,Yelahanka New Town,1,650.0,1.0,17.0
7688,Yelahanka New Town,1,450.0,1.0,16.0
7689,Yelahanka New Town,3,1599.0,3.0,80.0
7690,Yelahanka New Town,2,960.0,2.0,50.0
7691,Yelahanka New Town,4,2095.0,3.0,109.0
7692,Yelahanka New Town,3,1209.0,2.0,65.0
